food_name,protein,iron,vitamin_c,vitamin_d,fiber,category,health_score,vitamin_a,vitamin_b12
gujarati tandoori roti,5.1,1.46,0.0,0.0,3.0,grain,3.7,0.0,0.0
kerala tandoori roti,5.9,1.59,0.0,0.0,2.8,grain,3.9,0.0,0.0
goan tandoori roti,5.5,1.57,0.0,0.0,2.6,grain,3.9,0.0,0.0
awadhi tandoori roti,5.5,1.62,0.0,0.0,2.8,grain,3.8,0.0,0.0
rajasthani tandoori roti,5.5,1.49,0.0,0.0,3.0,grain,3.8,0.0,0.0
rumali roti,4.8,1.0,0.0,0.0,1.5,grain,2.9,0.0,0.0
punjabi rumali roti,4.3,0.93,0.0,0.0,1.6,grain,3.0,0.0,0.0
south indian rumali roti,4.4,1.08,0.0,0.0,1.5,grain,2.8,0.0,0.0
hyderabadi rumali roti,4.9,1.01,0.0,0.0,1.4,grain,2.8,0.0,0.0
bengali rumali roti,4.7,1.08,0.0,0.0,1.6,grain,3.0,0.0,0.0
maharashtrian rumali roti,4.7,1.08,0.0,0.0,1.4,grain,2.8,0.0,0.0
gujarati rumali roti,4.4,0.96,0.0,0.0,1.6,grain,2.9,0.0,0.0
kerala rumali roti,5.1,0.91,0.0,0.0,1.4,grain,2.8,0.0,0.0
goan rumali roti,4.6,0.9,0.0,0.0,1.6,grain,3.0,0.0,0.0
awadhi rumali roti,4.8,1.08,0.0,0.0,1.4,grain,2.9,0.0,0.0
rajasthani rumali roti,5.2,0.93,0.0,0.0,1.6,grain,2.8,0.0,0.0
bhatura,6.0,1.1,0.0,0.0,1.5,grain,1.8,10.0,0.0
punjabi bhatura,5.4,1.16,0.0,0.0,1.4,grain,1.8,10.3,0.0
south indian bhatura,6.1,1.17,0.0,0.0,1.4,grain,1.8,9.3,0.0
hyderabadi bhatura,6.0,1.13,0.0,0.0,1.5,grain,1.8,10.1,0.0
bengali bhatura,6.3,1.07,0.0,0.0,1.4,grain,1.8,10.1,0.0
maharashtrian bhatura,6.2,1.15,0.0,0.0,1.5,grain,1.7,10.3,0.0
gujarati bhatura,5.4,1.11,0.0,0.0,1.6,grain,1.8,9.2,0.0
kerala bhatura,5.9,1.15,0.0,0.0,1.4,grain,1.8,9.3,0.0
goan bhatura,6.5,1.04,0.0,0.0,1.4,grain,1.8,10.9,0.0
awadhi bhatura,5.5,1.2,0.0,0.0,1.5,grain,1.8,10.0,0.0
rajasthani bhatura,6.1,1.18,0.0,0.0,1.4,grain,1.7,10.0,0.0
puri,5.2,1.3,0.0,0.0,2.0,grain,2.4,15.0,0.0
punjabi puri,5.2,1.18,0.0,0.0,2.1,grain,2.3,14.8,0.0
south indian puri,5.6,1.39,0.0,0.0,2.0,grain,2.4,15.2,0.0
hyderabadi puri,4.8,1.23,0.0,0.0,2.0,grain,2.3,13.7,0.0
bengali puri,5.1,1.23,0.0,0.0,2.0,grain,2.4,15.1,0.0
maharashtrian puri,5.7,1.29,0.0,0.0,2.0,grain,2.3,14.4,0.0
gujarati puri,5.1,1.33,0.0,0.0,2.0,grain,2.5,14.6,0.0
kerala puri,5.5,1.3,0.0,0.0,2.2,grain,2.5,15.0,0.0
goan puri,5.6,1.27,0.0,0.0,1.9,grain,2.4,14.5,0.0
awadhi puri,5.1,1.37,0.0,0.0,1.8,grain,2.5,15.6,0.0
rajasthani puri,5.4,1.39,0.0,0.0,1.9,grain,2.4,14.2,0.0
punjabi dal tadka,5.9,1.74,2.0,0.0,4.2,legume,3.9,15.3,0.0
south indian dal tadka,5.9,1.94,1.9,0.0,3.6,legume,3.9,15.8,0.0
hyderabadi dal tadka,6.5,1.94,2.0,0.0,3.6,legume,4.0,13.6,0.0
bengali dal tadka,6.6,1.73,1.9,0.0,3.6,legume,4.2,14.4,0.0
maharashtrian dal tadka,6.1,1.97,2.0,0.0,4.3,legume,4.1,15.0,0.0
gujarati dal tadka,6.5,1.93,2.1,0.0,4.3,legume,4.1,13.8,0.0
kerala dal tadka,6.3,1.85,2.0,0.0,4.0,legume,3.9,16.1,0.0
goan dal tadka,6.1,1.63,1.8,0.0,3.7,legume,4.1,14.9,0.0
awadhi dal tadka,5.9,1.87,2.1,0.0,4.2,legume,3.9,14.9,0.0
rajasthani dal tadka,6.4,1.85,2.1,0.0,3.8,legume,4.0,15.4,0.0
punjabi dal makhani,7.6,1.81,1.6,0.3,4.4,legume,3.2,50.1,0.33
south indian dal makhani,7.2,1.91,1.5,0.3,4.0,legume,3.3,56.9,0.28
hyderabadi dal makhani,7.2,2.13,1.6,0.3,4.2,legume,3.4,52.0,0.3
bengali dal makhani,7.5,1.85,1.5,0.3,4.3,legume,3.4,51.0,0.32
maharashtrian dal makhani,6.6,2.06,1.4,0.3,3.9,legume,3.2,50.1,0.27
gujarati dal makhani,7.0,2.07,1.4,0.3,4.3,legume,3.3,59.9,0.3
kerala dal makhani,6.5,1.88,1.6,0.3,4.5,legume,3.4,53.4,0.3
goan dal makhani,7.6,2.2,1.4,0.3,4.4,legume,3.1,49.7,0.29
awadhi dal makhani,6.5,2.18,1.6,0.3,4.6,legume,3.2,51.1,0.31
rajasthani dal makhani,7.6,1.86,1.4,0.3,3.8,legume,3.4,54.6,0.31
punjabi rajma curry,7.6,2.37,4.3,0.0,6.2,legume,4.4,25.7,0.0
south indian rajma curry,7.8,2.31,4.0,0.0,6.4,legume,4.5,25.6,0.0
hyderabadi rajma curry,8.7,2.65,4.2,0.0,5.9,legume,4.5,23.1,0.0
bengali rajma curry,8.0,2.27,3.8,0.0,5.5,legume,4.3,27.0,0.0
maharashtrian rajma curry,8.8,2.69,3.8,0.0,5.6,legume,4.5,24.2,0.0
gujarati rajma curry,8.3,2.48,4.3,0.0,6.0,legume,4.1,26.6,0.0
kerala rajma curry,8.3,2.72,4.3,0.0,6.0,legume,4.5,27.0,0.0
goan rajma curry,8.8,2.72,4.4,0.0,6.4,legume,4.1,27.0,0.0
awadhi rajma curry,8.8,2.53,3.9,0.0,5.8,legume,4.5,25.3,0.0
rajasthani rajma curry,8.5,2.73,3.9,0.0,6.5,legume,4.1,22.8,0.0
punjabi lobia curry,8.4,2.48,5.3,0.0,6.0,legume,4.1,33.0,0.0
south indian lobia curry,8.2,2.74,5.0,0.0,6.2,legume,4.1,31.9,0.0
hyderabadi lobia curry,7.9,2.72,5.4,0.0,5.6,legume,4.3,27.6,0.0
bengali lobia curry,8.2,2.43,5.0,0.0,5.9,legume,4.3,31.5,0.0
maharashtrian lobia curry,7.6,2.43,4.6,0.0,5.4,legume,4.1,29.3,0.0
gujarati lobia curry,7.2,2.42,4.6,0.0,6.2,legume,4.3,32.2,0.0
kerala lobia curry,7.6,2.44,5.0,0.0,6.1,legume,4.1,30.8,0.0
goan lobia curry,8.3,2.43,5.1,0.0,5.3,legume,4.2,32.9,0.0
awadhi lobia curry,8.3,2.84,4.8,0.0,5.4,legume,4.3,30.9,0.0
rajasthani lobia curry,7.1,2.81,4.6,0.0,6.3,legume,4.0,31.5,0.0
punjabi moong dal khichdi,7.1,2.08,1.8,0.0,3.3,legume,4.4,22.6,0.0
south indian moong dal khichdi,7.1,1.72,2.0,0.0,3.3,legume,4.4,24.2,0.0
hyderabadi moong dal khichdi,6.7,1.87,1.9,0.0,3.4,legume,4.1,23.7,0.0
bengali moong dal khichdi,7.1,2.01,2.1,0.0,3.7,legume,4.3,23.0,0.0
maharashtrian moong dal khichdi,6.5,1.73,1.8,0.0,3.5,legume,4.3,24.5,0.0
gujarati moong dal khichdi,6.2,1.84,1.8,0.0,3.4,legume,4.4,24.4,0.0
kerala moong dal khichdi,6.0,1.81,1.9,0.0,3.8,legume,4.3,25.6,0.0
goan moong dal khichdi,6.6,2.07,2.2,0.0,3.5,legume,4.2,22.9,0.0
awadhi moong dal khichdi,5.9,1.78,2.0,0.0,3.3,legume,4.0,26.2,0.0
rajasthani moong dal khichdi,6.7,1.92,2.1,0.0,3.6,legume,4.1,26.5,0.0
punjabi masoor dal,6.0,2.14,2.9,0.0,4.4,legume,4.0,20.2,0.0
south indian masoor dal,6.5,2.28,3.0,0.0,4.0,legume,4.2,19.7,0.0
hyderabadi masoor dal,6.4,2.19,3.2,0.0,4.1,legume,4.1,18.1,0.0
bengali masoor dal,6.5,2.37,2.9,0.0,3.9,legume,4.0,19.0,0.0
maharashtrian masoor dal,6.6,2.01,3.3,0.0,4.1,legume,4.1,19.0,0.0
gujarati masoor dal,5.8,2.1,3.1,0.0,4.3,legume,4.1,20.8,0.0
kerala masoor dal,6.5,2.23,3.0,0.0,3.8,legume,4.1,21.1,0.0
goan masoor dal,5.8,2.39,3.0,0.0,4.1,legume,4.0,18.2,0.0
awadhi masoor dal,6.3,2.28,3.2,0.0,3.8,legume,3.9,21.1,0.0
rajasthani masoor dal,6.8,2.34,3.2,0.0,3.9,legume,3.9,18.6,0.0
apple milkshake,3.3,0.3,4.0,0.5,1.0,beverage,3.4,50.0,0.4
punjabi apple milkshake,3.3,0.32,4.3,0.5,1.0,beverage,3.3,48.8,0.43
south indian apple milkshake,3.5,0.31,4.1,0.5,1.1,beverage,3.4,47.9,0.43
hyderabadi apple milkshake,3.4,0.31,3.7,0.5,1.1,beverage,3.4,49.4,0.39
bengali apple milkshake,3.3,0.32,4.0,0.5,1.1,beverage,3.4,45.8,0.41
maharashtrian apple milkshake,3.4,0.33,4.2,0.5,1.0,beverage,3.5,47.8,0.39
gujarati apple milkshake,3.3,0.27,4.1,0.5,0.9,beverage,3.5,53.6,0.39
kerala apple milkshake,3.3,0.32,4.1,0.5,0.9,beverage,3.4,49.5,0.4
goan apple milkshake,3.2,0.28,4.1,0.5,1.0,beverage,3.3,52.4,0.41
awadhi apple milkshake,3.6,0.32,4.1,0.5,1.0,beverage,3.5,53.4,0.38
rajasthani apple milkshake,3.2,0.31,4.4,0.5,1.1,beverage,3.3,52.8,0.41
almond milkshake,5.0,0.9,1.0,0.5,1.5,beverage,3.8,65.0,0.4
punjabi almond milkshake,4.8,0.89,0.9,0.5,1.6,beverage,3.8,69.3,0.36
south indian almond milkshake,4.6,0.94,0.9,0.5,1.4,beverage,3.6,63.3,0.41
hyderabadi almond milkshake,5.1,0.98,1.0,0.5,1.4,beverage,3.7,69.4,0.42
bengali almond milkshake,5.2,0.95,1.0,0.5,1.6,beverage,3.9,59.0,0.42
maharashtrian almond milkshake,4.6,0.83,1.0,0.5,1.4,beverage,3.8,65.3,0.43
gujarati almond milkshake,5.3,0.9,0.9,0.5,1.6,beverage,4.0,61.6,0.41
kerala almond milkshake,5.4,0.84,0.9,0.5,1.5,beverage,3.8,68.6,0.39
goan almond milkshake,5.5,0.85,1.0,0.5,1.6,beverage,3.7,68.2,0.4
awadhi almond milkshake,5.2,0.94,1.0,0.5,1.4,beverage,3.9,67.9,0.4
rajasthani almond milkshake,5.1,0.95,1.0,0.5,1.4,beverage,3.6,63.8,0.42
pistachio milkshake,4.8,0.9,1.2,0.5,1.4,beverage,3.7,65.0,0.4
punjabi pistachio milkshake,4.5,0.97,1.2,0.5,1.3,beverage,3.6,66.6,0.42
south indian pistachio milkshake,4.8,0.86,1.3,0.5,1.3,beverage,3.7,61.1,0.41
hyderabadi pistachio milkshake,4.9,0.96,1.3,0.5,1.4,beverage,3.7,61.6,0.4
bengali pistachio milkshake,4.6,0.93,1.2,0.5,1.5,beverage,3.7,69.9,0.39
maharashtrian pistachio milkshake,4.6,0.96,1.2,0.5,1.3,beverage,3.7,62.8,0.4
gujarati pistachio milkshake,5.0,0.92,1.3,0.5,1.4,beverage,3.7,64.4,0.39
kerala pistachio milkshake,4.4,0.82,1.3,0.5,1.5,beverage,3.6,68.8,0.37
goan pistachio milkshake,5.0,0.97,1.2,0.5,1.4,beverage,3.5,67.8,0.43
awadhi pistachio milkshake,5.2,0.9,1.3,0.5,1.3,beverage,3.6,59.6,0.39
rajasthani pistachio milkshake,4.5,0.83,1.2,0.5,1.5,beverage,3.6,67.7,0.39
vanilla milkshake,3.5,0.1,0.5,0.5,0.0,beverage,2.7,45.0,0.4
punjabi vanilla milkshake,3.5,0.09,0.5,0.5,0.0,beverage,2.7,48.4,0.37
south indian vanilla milkshake,3.2,0.09,0.5,0.5,0.0,beverage,2.8,41.1,0.39
hyderabadi vanilla milkshake,3.5,0.1,0.5,0.5,0.0,beverage,2.8,48.5,0.37
bengali vanilla milkshake,3.7,0.11,0.5,0.5,0.0,beverage,2.7,41.8,0.41
maharashtrian vanilla milkshake,3.2,0.1,0.5,0.5,0.0,beverage,2.8,45.6,0.4
gujarati vanilla milkshake,3.6,0.09,0.5,0.5,0.0,beverage,2.8,47.2,0.4
kerala vanilla milkshake,3.7,0.1,0.5,0.5,0.0,beverage,2.7,48.1,0.4
goan vanilla milkshake,3.4,0.1,0.5,0.5,0.0,beverage,2.8,46.2,0.38
awadhi vanilla milkshake,3.4,0.1,0.5,0.5,0.0,beverage,2.8,40.6,0.39
rajasthani vanilla milkshake,3.6,0.11,0.5,0.5,0.0,beverage,2.7,48.6,0.44
cold coffee,3.2,0.1,0.0,0.4,0.0,beverage,2.8,45.0,0.4
punjabi cold coffee,3.3,0.09,0.0,0.4,0.0,beverage,2.7,46.2,0.39
south indian cold coffee,3.0,0.09,0.0,0.4,0.0,beverage,2.7,47.6,0.37
hyderabadi cold coffee,3.1,0.1,0.0,0.4,0.0,beverage,2.8,41.3,0.37
bengali cold coffee,3.1,0.1,0.0,0.4,0.0,beverage,2.9,47.7,0.38
maharashtrian cold coffee,3.5,0.1,0.0,0.4,0.0,beverage,2.7,40.5,0.42
gujarati cold coffee,3.3,0.11,0.0,0.4,0.0,beverage,2.8,47.4,0.42
kerala cold coffee,3.0,0.1,0.0,0.4,0.0,beverage,2.8,41.6,0.4
goan cold coffee,2.9,0.1,0.0,0.4,0.0,beverage,2.7,42.2,0.41
awadhi cold coffee,3.1,0.1,0.0,0.4,0.0,beverage,2.7,45.7,0.36
rajasthani cold coffee,2.9,0.1,0.0,0.4,0.0,beverage,2.9,41.8,0.42
cold coffee with ice cream,3.8,0.2,0.5,0.5,0.0,beverage,2.3,75.0,0.5
punjabi cold coffee with ice cream,3.9,0.19,0.5,0.5,0.0,beverage,2.4,67.7,0.55
south indian cold coffee with ice cream,3.5,0.18,0.5,0.5,0.0,beverage,2.3,70.9,0.46
hyderabadi cold coffee with ice cream,3.6,0.21,0.5,0.5,0.0,beverage,2.4,79.2,0.53
bengali cold coffee with ice cream,3.5,0.19,0.5,0.5,0.0,beverage,2.4,79.2,0.49
maharashtrian cold coffee with ice cream,3.4,0.21,0.5,0.5,0.0,beverage,2.3,72.7,0.54
gujarati cold coffee with ice cream,4.0,0.19,0.5,0.5,0.0,beverage,2.3,81.5,0.46
kerala cold coffee with ice cream,4.1,0.21,0.5,0.5,0.0,beverage,2.3,74.5,0.48
goan cold coffee with ice cream,3.5,0.19,0.5,0.5,0.0,beverage,2.2,82.3,0.49
awadhi cold coffee with ice cream,3.7,0.21,0.5,0.5,0.0,beverage,2.4,81.0,0.52
rajasthani cold coffee with ice cream,3.7,0.19,0.5,0.5,0.0,beverage,2.3,78.0,0.52
masala buttermilk,1.5,0.2,2.0,0.2,0.2,beverage,4.2,25.0,0.2
punjabi masala buttermilk,1.6,0.18,2.1,0.2,0.2,beverage,4.3,26.1,0.18
south indian masala buttermilk,1.5,0.22,1.8,0.2,0.2,beverage,4.0,25.2,0.2
hyderabadi masala buttermilk,1.4,0.19,1.8,0.2,0.2,beverage,4.3,25.0,0.21
bengali masala buttermilk,1.4,0.18,1.9,0.2,0.2,beverage,4.1,26.4,0.18
maharashtrian masala buttermilk,1.6,0.2,2.0,0.2,0.2,beverage,4.4,26.2,0.22
gujarati masala buttermilk,1.4,0.21,2.1,0.2,0.2,beverage,4.2,24.9,0.21
kerala masala buttermilk,1.6,0.18,2.1,0.2,0.2,beverage,4.4,27.5,0.19
goan masala buttermilk,1.6,0.22,2.0,0.2,0.2,beverage,4.1,24.7,0.2
awadhi masala buttermilk,1.4,0.19,1.9,0.2,0.2,beverage,4.3,24.0,0.18
rajasthani masala buttermilk,1.4,0.18,1.8,0.2,0.2,beverage,4.3,26.6,0.21
mint lemonade,0.1,0.4,25.0,0.0,0.4,beverage,3.5,80.0,0.0
punjabi mint lemonade,0.1,0.38,24.0,0.0,0.4,beverage,3.6,85.7,0.0
south indian mint lemonade,0.1,0.37,27.1,0.0,0.4,beverage,3.6,74.8,0.0
hyderabadi mint lemonade,0.1,0.42,25.9,0.0,0.4,beverage,3.5,74.9,0.0
bengali mint lemonade,0.1,0.42,27.5,0.0,0.4,beverage,3.6,77.2,0.0
maharashtrian mint lemonade,0.1,0.39,24.0,0.0,0.4,beverage,3.7,79.1,0.0
gujarati mint lemonade,0.1,0.44,25.8,0.0,0.4,beverage,3.4,80.0,0.0
kerala mint lemonade,0.1,0.4,27.3,0.0,0.4,beverage,3.4,82.8,0.0
goan mint lemonade,0.1,0.41,24.1,0.0,0.4,beverage,3.5,83.7,0.0
awadhi mint lemonade,0.1,0.4,23.7,0.0,0.4,beverage,3.6,75.1,0.0
rajasthani mint lemonade,0.1,0.37,22.6,0.0,0.4,beverage,3.6,84.9,0.0
punjabi sugarcane juice,0.3,0.87,4.7,0.0,0.5,beverage,2.4,0.0,0.0
south indian sugarcane juice,0.3,0.75,5.5,0.0,0.5,beverage,2.6,0.0,0.0
hyderabadi sugarcane juice,0.3,0.88,4.5,0.0,0.5,beverage,2.4,0.0,0.0
bengali sugarcane juice,0.3,0.76,4.7,0.0,0.5,beverage,2.5,0.0,0.0
maharashtrian sugarcane juice,0.3,0.86,4.6,0.0,0.5,beverage,2.5,0.0,0.0
gujarati sugarcane juice,0.3,0.74,4.8,0.0,0.5,beverage,2.6,0.0,0.0
kerala sugarcane juice,0.3,0.76,4.9,0.0,0.5,beverage,2.4,0.0,0.0
goan sugarcane juice,0.3,0.77,5.4,0.0,0.5,beverage,2.4,0.0,0.0
awadhi sugarcane juice,0.3,0.8,5.4,0.0,0.5,beverage,2.4,0.0,0.0
rajasthani sugarcane juice,0.3,0.8,4.7,0.0,0.5,beverage,2.4,0.0,0.0
